id,supplier_id,supplier_name,country,city,website,description,chemnet_url,address,email,telephone,fax,fetched_at
14,10579,BP Canada Energy Company,Canada,,hg/cus10579,,https://www.chemnet.com/CanadaSuppliers/10579/Products-Catalog--1.html,"240- 4th Avenue SW,Calgary, AB T2P 2H8,Canada",campjy2@bp.com,+1-403-2331313,+1-403-2331643,2026-04-24T17:19:52+00:00
15,11365,"DC Chemical Co., Ltd.",South Korea,,hg/cus11365,,https://www.chemnet.com/South-KoreaSuppliers/11365/Products-Catalog--1.html,"50, Sogong-dong, Jung-gu, Seoul, 100-718, Korea",dept1-1@dcchem.co.kr,+82-2-7279-500,+82-2-756-9565,2026-04-24T17:19:52+00:00
16,12829,Eastman Chemical Company,United States,,www.eastman.comhg/cus12829,,https://www.chemnet.com/United-StatesSuppliers/12829/Products-Catalog--1.html,Eastman Chemical Asia Pacific Private Limited #05-04 Winsland House 1 3 Killiney Road Singapore 239519,custom@eastman.com,+(65) 6831-3100,+(65)-6732-4930,2026-04-24T17:19:52+00:00
17,19451,Webb Chemical Service Corp.,Germany,,www.webbchemical.comhg/cus19451,,https://www.chemnet.com/GermanySuppliers/19451/Products-Catalog--1.html,"P.O. Box 4348Muskegon, MI 49444-0348",info@webbchemical.com,+49-2317332181,+49-2317395454,2026-04-24T17:19:52+00:00
18,22985,Fischer Chemic Ltd.,India,,www.fischerlabs.comhg/cus22985,,https://www.chemnet.com/IndiaSuppliers/22985/Products-Catalog--1.html,"3/240, Govindan Nagar,Palavakkam, Chennai- 600041,India.",fisherlab@vsnl.net,"+91-44-2482822, 2448292, 24926803",+91-44-24928832,2026-04-24T17:19:52+00:00
19,26400,Long-Range Europe Limited,United Kingdom,,www.long-range.co.ukhg/cus26400,,https://www.chemnet.com/United-KingdomSuppliers/26400/Products-Catalog--1.html,29 Tythe Road Luton Beds,"info@long-range.co.uk, a.adeyemi@long-range.co.uk",+0044(0)1582582880,+0044(0)1582561328,2026-04-24T17:19:52+00:00
20,26905,Pride Solvents & Chemical Co.,United States,,www.pridesol.comhg/cus26905,,https://www.chemnet.com/United-StatesSuppliers/26905/Products-Catalog--1.html,"Metro Pride, L.L.C.36 Mileed Way Avenel, NJ 07001",jstipicevic@pridesol.com,+1-732-499-0125,+1-732-381-3614,2026-04-24T17:19:52+00:00
21,27059,Shinwon Chemical & Trading Corp.,South Korea,,hg/cus27059,,https://www.chemnet.com/South-KoreaSuppliers/27059/Products-Catalog--1.html,"957-34, bongcheonbon-dong, kwanack-gu, () Korea, South",swhkn@shinwonchemical.co.kr,+82-2- 87701067,+82-2- 877-0540,2026-04-24T17:19:52+00:00
22,29271,Celanese Corporation,United States,,www.celanese.comhg/cus29271,,https://www.chemnet.com/United-StatesSuppliers/29271/Products-Catalog--1.html,"1601 West LBJ Freeway Dallas, Texas 75234-6034",recruiter@celanese.com,+1-972-443-4000,,2026-04-24T17:19:52+00:00
23,29803,Union Carbide Corp.,United States,,www.unioncarbide.comAhg/cus29803,,https://www.chemnet.com/United-StatesSuppliers/29803/Products-Catalog--1.html,,,+1-203-794-2000,,2026-04-24T17:19:52+00:00
24,30859,CLP Chemicals,United States,,www.clpchem.comhg/cus30859,,https://www.chemnet.com/United-StatesSuppliers/30859/Products-Catalog--1.html,"738 Hwy 6 SouthSuite 290Houston, Texas 77079",cparker@clpchem.com,+1 281-558-4474,+1 281-558-4473,2026-04-24T17:19:52+00:00
25,30979,"Accron, LP",United States,,www.accron-chemical.comhg/cus30979,,https://www.chemnet.com/United-StatesSuppliers/30979/Products-Catalog--1.html,"506 Honea Egypt RdMagnolia, Texas 77354",Orders@accron-chemical.com,+1 936-483-6101,+1 936-321-9705,2026-04-24T17:19:52+00:00
26,30992,Harcros Chemicals Inc,United States,,www.harcroschem.comAhg/cus30992,,https://www.chemnet.com/United-StatesSuppliers/30992/Products-Catalog--1.html,,,+1 913-321-3131,+1 913-621-7718,2026-04-24T17:19:52+00:00
27,31278,A&K Petro-Chem Ind. Ltd.,Canada,,hg/cus31278,,https://www.chemnet.com/CanadaSuppliers/31278/Products-Catalog--1.html,,sales@akpetrochem.com,+1 416-213-5611,+1 905-660-0773,2026-04-24T17:19:52+00:00
28,31322,"Synasia, Inc",United States,,www.synasia.comhg/cus31322,,https://www.chemnet.com/United-StatesSuppliers/31322/Products-Catalog--1.html,"240 Amboy Ave. Metuchen,NJ 08840",info@synasia.com,+1 732-205-9880,+1 732-205-1788,2026-04-24T17:19:52+00:00
29,31363,Unicar USA,United States,,www.univarusa.comhg/cus31363,,https://www.chemnet.com/United-StatesSuppliers/31363/Products-Catalog--1.html,,,+1 425 889-3400,+1 425 889-4100,2026-04-24T17:19:52+00:00
30,31470,"G.J.Chemical Co.,Inc.",United States,,www.gjchemical.comhg/cus31470,,https://www.chemnet.com/United-StatesSuppliers/31470/Products-Catalog--1.html,"370-376 Adams Street Newark, NJ 07114",info@gjchemical.com,+1 973-589-1450,,2026-04-24T17:19:52+00:00
31,32163,Moravek Biochemicals Inc.,United States,,www.moravek.comhg/cus32163,,https://www.chemnet.com/United-StatesSuppliers/32163/Products-Catalog--1.html,"577 Mercury Lane Brea, CA 92821 U.S.A.",moravek@att.net,+1-714-990-2018,+1-714-990-1824,2026-04-24T17:19:52+00:00
32,34249,"Brown Chemical Co, Inc",China,,http://www.brownchem.comhg/cus34249,,https://www.chemnet.com/ChinaSuppliers/34249/Products-Catalog--1.html,"302 West Oakland Ave, P.O. Box 440, Oakland, NJ 07436-0440",patrick.brown@brownchem.com,+1-201-3370900,+1-201-3379026,2026-04-24T17:19:52+00:00
33,34289,Spectrum Chemical,China,,http://www.spectrumchemical.comhg/cus34289,,https://www.chemnet.com/ChinaSuppliers/34289/Products-Catalog--1.html,"14422 S. San Pedro St., Gardena, CA 90248",marketing@spectrumchemical.com,+1-310-5168000,+1-800-5252299,2026-04-24T17:19:52+00:00
34,47487,S.V.S Chemical Corporation,India,,www.svschemical.comhg/cus47487,,https://www.chemnet.com/IndiaSuppliers/47487/Products-Catalog--1.html,"520 New Rasta Peth, Rawal Building Pune, Maharashtra Pune Maharashtra, ,",nashik@svschemical.com,9102026127098,912026122163,2026-04-24T17:19:52+00:00
35,4360,Brown Chemical,United States,,www.brownchem.com/svc/serv0104360,,https://www.chemnet.com/United-StatesSuppliers/4360/Products-Catalog--1.html,,,201-337-0900,,2026-04-24T17:19:52+00:00
36,5123,Tedia Company Inc.,United States,,www.tedia.comsvc/serv0085123,,https://www.chemnet.com/United-StatesSuppliers/5123/Products-Catalog--1.html,"1000 Tedia Way Fairfield, OH 45014 U.S.A.",hchoi@tedia.com,513-874-5340,513-874-5346,2026-04-24T17:19:52+00:00
37,5415,Cole Chemical,United States,,www.colechem.comsvc/serv0125415,,https://www.chemnet.com/United-StatesSuppliers/5415/Products-Catalog--1.html,"8915 Gaylord Street Houston, Texas 77024-2903",colechem@colechem.com,(713)465-2653,(713)461-3462,2026-04-24T17:19:52+00:00
38,7024,Rowell Chemical Corporation,United States,,www.rowellchemical.comsvc7024,,https://www.chemnet.com/United-StatesSuppliers/7024/Products-Catalog--1.html,"15 Salt Creek Lane - Suite 205, ,",info@rowellchemical.com,+1-630-920-8833,+1-630-920-8994,2026-04-24T17:19:52+00:00
39,7711,Panreac,Spain,,www.panreac.essvc/serv0567711,,https://www.chemnet.com/SpainSuppliers/7711/Products-Catalog--1.html,"Riera de Sant Cugat, 1 E-08110 Montcada i Reixac (Barcelona)",marketing@panreac.com,(+34) 935 642 408,(+34) 935 647 000,2026-04-24T17:19:52+00:00
40,7954,Panreac Quimica,Spain,,www.panreac.comsvc/serv0567954,,https://www.chemnet.com/SpainSuppliers/7954/Products-Catalog--1.html,"Riera de Sant Cugat, 1 E-08110 Montcada i Reixac Barcelona, Spain",ventas@panreac.com,(+34) 935 642 408,(+34) 937 647 000,2026-04-24T17:19:52+00:00
41,8100,Chematur Ecoplanning Oy,Other Regions,,www.chematur.sesvc/serv0408100,,https://www.chemnet.com/Other-RegionsSuppliers/8100/Products-Catalog--1.html,"Box 430, SE-691 27 Karlskoga,",info@chematur.se,+46 586 641 00,+46 586 791 700,2026-04-24T17:19:52+00:00
42,8381,"Universal Preserv-A-Chem, Inc.",United States,,www.upichem.comsvc/serv0098381,,https://www.chemnet.com/United-StatesSuppliers/8381/Products-Catalog--1.html,"33 Truman Drive, South Edison, NJ 08817-2426",dan@upichem.com,(732)777-7338,(732)777-7885,2026-04-24T17:19:52+00:00
43,8890,Kadakia Group,India,,www.kadakiagroup.comsvc/serv0028890,,https://www.chemnet.com/IndiaSuppliers/8890/Products-Catalog--1.html,"406, Sharda Chambers 33, New Marine Lines,Mumbai - 400020, India.",akadakia@giasbm01.vsnl.net.in,"91-022-2001796, 2006410",91-022-2009456,2026-04-24T17:19:52+00:00
44,10309,D H Scientific,United Kingdom,,www.dhscientific.comsvc/serv04110309,,https://www.chemnet.com/United-KingdomSuppliers/10309/Products-Catalog--1.html,Brook Mills House Carr Lane Slalthwalte Huddersfield,info@dhscientific.com,+44 1484 843708,+44 1484 843689,2026-04-24T17:19:52+00:00
45,10349,Quantum Chemicals,Australia,,www.quantumchemicals.com.ausvc/serv05610349,,https://www.chemnet.com/AustraliaSuppliers/10349/Products-Catalog--1.html,70 Quantum Close Quantum Industrial Park Dandenong South - Melbourne Australia - 3175,jp@quantumchemicals.com.au,61-3-8795 8070,61-3-8795 8099,2026-04-24T17:19:52+00:00
46,11052,Darwin Chemical Company,United States,,www.darwinchemical.comsvc/serv03811052,,https://www.chemnet.com/United-StatesSuppliers/11052/Products-Catalog--1.html,"600 N Pine Island Road,Plantation, FL 33324-1311,usa",Sales@darwinchemical.com,+1 (954) 315-0252,+1 (954) 315-0280,2026-04-24T17:19:52+00:00
47,11202,BP Petrochemicals,United States,,svc/serv06011202,,https://www.chemnet.com/United-StatesSuppliers/11202/Products-Catalog--1.html,,,+1 907 561 5111,,2026-04-24T17:19:52+00:00
48,11224,CALSAK CORPORATION,United States,,www.calsak.comsvc/serv00211224,,https://www.chemnet.com/United-StatesSuppliers/11224/Products-Catalog--1.html,"200 W. Artesia Blvd. Compton, CA 90220",calsak@calsak.com,"(800) 743-2595, (310) 637-2000",(310) 637-3696,2026-04-24T17:19:52+00:00
49,11235,Toscochimica S.p.A.,Italy,,svc/serv02411235,,https://www.chemnet.com/ItalySuppliers/11235/Products-Catalog--1.html,"Prato - Via Francesco De ,Sanctis, 62",mail@toscochimica.com,+ 39 - 057458901,+ 39 - 0574572483,2026-04-24T17:19:52+00:00
50,11273,Ashok Alco Chem Ltd,India,,www.kadakiagroup.comsvc/serv02411273,,https://www.chemnet.com/IndiaSuppliers/11273/Products-Catalog--1.html,"406, Sharda Chambers, New Marin lines,Bombay.400020, India, India",,91-22-22009565,91-22-22009456,2026-04-24T17:19:52+00:00
51,11534,Celanese AG,Germany,,www.celanese.comsvc/serv06011534,,https://www.chemnet.com/GermanySuppliers/11534/Products-Catalog--1.html,"Corporate Center, Frankfurter Stra遝 111, 61476 Kronberg/Taunus, Germany",,+49-(0)69-305-16000,+49-(0)69-305-16006,2026-04-24T17:19:52+00:00
52,11746,Exaxol Chemical Corporation,United States,,www.exaxol.comsvc/serv03811746,,https://www.chemnet.com/United-StatesSuppliers/11746/Products-Catalog--1.html,"Exaxol Chemical Corporation. 14325 60th St. N., Clearwater, FL 33760-2708",info@exaxol.com,(727) 524-7732,727) 532-8221,2026-04-24T17:19:52+00:00
53,11929,Labpak Chemicals,United Kingdom,,www.labpakchemicals.comsvc/serv04111929,,https://www.chemnet.com/United-KingdomSuppliers/11929/Products-Catalog--1.html,"Mill House Mill Lane, Fillongley, Coventry",sales@labpak.co.uk,+44 (0)1270 530 930,+44 (0)1270 251197,2026-04-24T17:19:52+00:00
54,12477,MP Biomedicals,United States,,www.mpbio.comsvc/serv03812477,,https://www.chemnet.com/United-StatesSuppliers/12477/Products-Catalog--1.html,"15 Morgan Irvine, CA 92618-2005",sales@mpbio.com,800.633.1352,,2026-04-24T17:19:52+00:00
55,12578,BP Amoco Chemicals,United States,,www.bp.comsvc12578,,https://www.chemnet.com/United-StatesSuppliers/12578/Products-Catalog--1.html,"BP Naperville Complex 150 West Warrenville Road, Mail Code 605-1ENaperville, Illinois 60563-8460",Durasyn@bp.com,+1-877-701-2726,+1-630-961-7907,2026-04-24T17:19:52+00:00
56,12624,Jubilant Organosys Ltd. Corporate,India,,www.jubilantorganosys.comsvc/serv05612624,,https://www.chemnet.com/IndiaSuppliers/12624/Products-Catalog--1.html,"1-A, Sector 16-A, Institutional Area,Noida UP ,india",,+91(0120) 2516601/11,+91(0120) 2511008/9,2026-04-24T17:19:52+00:00
57,13029,Brown Chemical Co. Inc.,United States,,www.brownchem.comsvc/serv02813029,,https://www.chemnet.com/United-StatesSuppliers/13029/Products-Catalog--1.html,"302 West Oakland Av., PO Box 440",,(201)337-0900,(201)337-9026,2026-04-24T17:19:52+00:00
58,13305,SwanTek,United Kingdom,,svc/serv03813305,,https://www.chemnet.com/United-KingdomSuppliers/13305/Products-Catalog--1.html,"Mintsfeet Road South,Kendal, Cumbria.LA9 6NDUnited Kingdom",,+44 1539 722247,+44 1539 740067,2026-04-24T17:19:52+00:00
59,17572,The Nichem Group,United Kingdom,,www.nichem.co.uksvc/serv00617572,,https://www.chemnet.com/United-KingdomSuppliers/17572/Products-Catalog--1.html,"119 Cahard Road, Saintfield, County Down. BT24 7LA Northern Ireland",info@nichem.co.uk,028 9751 9000,028 9751 9001,2026-04-24T17:19:52+00:00
60,18052,Chemi-Culture,India,,www.chemicultureindia.comsvc/serv00218052,,https://www.chemnet.com/IndiaSuppliers/18052/Products-Catalog--1.html,"22, Ramesh Mitra Road,Ground Floor, Bhawanipur,Calcutta-700 025",chemiculture@vsnl.com,91-2474-7913,,2026-04-24T17:19:52+00:00
61,18884,Organic Chemical Products Company,Japan,,svc/serv02418884,,https://www.chemnet.com/JapanSuppliers/18884/Products-Catalog--1.html,"JR Shinagawa East Building, 2-18-1, Konan ,Minato-Ku,Tokyo",yuki@daicel.co.jp,+81-3-6711-8201,+81-3-6711-8208,2026-04-24T17:19:52+00:00
62,19983,Frutarom Ltd.,Israel,,www.frutarom.comsvc/serv00419983,,https://www.chemnet.com/IsraelSuppliers/19983/Products-Catalog--1.html,"HaShaish Street Haifa, 26110 Israel",info@frutarom.com,+972 4 846 2462,+972 4 872 2517,2026-04-24T17:19:52+00:00
63,20020,"Industrias Monfel, S.A. De C.V.",Mexico,,www.monfel.comsvc/serv01720020,,https://www.chemnet.com/MexicoSuppliers/20020/Products-Catalog--1.html,"Barracuda #4, Parque Ind. Cuautitlan, Cuautitlan,Edo. De Mexico, 54758 Mexico",ricardo.medina@monfel.com,52-55-5899-0089,52-55-5899-0050,2026-04-24T17:19:52+00:00
64,21463,Pacific Agencies,India,,www.pacificagencies.comsvc/serv00421463,,https://www.chemnet.com/IndiaSuppliers/21463/Products-Catalog--1.html,"10, Thank God, 176, D.K.Sandhu Marg Chembur( East ), Mumbai - 400 071, INDIA.",lathi@vsnl.com,91 - 22 - 2528 1382 / 2528 3952 ; 2528 4615 / 2528 1254.,91 - 22 - 2528 1220 / 2528 4485.,2026-04-24T17:19:52+00:00
65,21821,Euram Chemicals Ltd,United Kingdom,,www.euramchemicals.co.uksvc/serv00221821,,https://www.chemnet.com/United-KingdomSuppliers/21821/Products-Catalog--1.html,,sales@euramchemicals.co.uk,(+44) (0)1628 472 848,(+44) (0)1628 890 095,2026-04-24T17:19:52+00:00
66,22371,Ideal Chemical,Other Regions,,www.idealchemical.comsvc/serv02122371,,https://www.chemnet.com/Other-RegionsSuppliers/22371/Products-Catalog--1.html,4025 Air Park Street Memphis,,(800)232-6776,(901)366-0864,2026-04-24T17:19:52+00:00
67,22597,Interstate Chemical Company,United States,,www.interstatechemical.comsvc/serv02122597,,https://www.chemnet.com/United-StatesSuppliers/22597/Products-Catalog--1.html,"6133 Edith Boulevard, NE Albuquerque",,(800) 422-4485,,2026-04-24T17:19:52+00:00
68,23313,HaMco,Pakistan,,hamcopk.com/svc/serv02723313,,https://www.chemnet.com/PakistanSuppliers/23313/Products-Catalog--1.html,"19 McLagan Road, P.O. Box 479, LaHore, Pakistan-54000, Pakistan",,7358000 & 7359000,7590527,2026-04-24T17:19:52+00:00
69,25003,BP Amoco Lima Chemicals,United States,,svc/serv00925003,,https://www.chemnet.com/United-StatesSuppliers/25003/Products-Catalog--1.html,,Chem_Americas@bp.com,+1 877 701 2726,+1 630 961 7920,2026-04-24T17:19:52+00:00
70,25371,EURO - Sarm,Other Regions,,www.eurosarm.czsvc/serv00925371,,https://www.chemnet.com/Other-RegionsSuppliers/25371/Products-Catalog--1.html,,eurosarm@eurosarm.cz,596 831 098,596 831 102,2026-04-24T17:19:52+00:00
71,25380,Epenhuysen Chemicals,Netherlands,,svc/serv00925380,,https://www.chemnet.com/NetherlandsSuppliers/25380/Products-Catalog--1.html,Noordweg 33336 LH Zwijndrecht The Netherlands,info@epenhuysen.com,+31-78-6250000,+31-78-6250050,2026-04-24T17:19:52+00:00
72,25511,Van Waters & Rogers Inc,United States,,svc/serv00925511,,https://www.chemnet.com/United-StatesSuppliers/25511/Products-Catalog--1.html,"P.O. Box 34325 Seattle, WA 98124-1325 USA",,(425) 889-3400,(425) 889-4100,2026-04-24T17:19:52+00:00
73,25888,Tekchem,Mexico,,www.tekchem.com.mx/index.htmlsvc/serv01025888,,https://www.chemnet.com/MexicoSuppliers/25888/Products-Catalog--1.html,"Panamericana Km 314.5, Mexico",,+52-464-647-3543,+52 -464-648-9705,2026-04-24T17:19:52+00:00
74,26367,Ferris Chemicals Limited,Canada,,www.ferrischemicals.comsvc/serv01026367,,https://www.chemnet.com/CanadaSuppliers/26367/Products-Catalog--1.html,"1216 Sand Cove Road Saint John, NB",sales@ferrischemicals.com,506-672-2709,506-674-1062,2026-04-24T17:19:52+00:00
75,26652,"Diehl Chemical, Inc.",United States,,www.diehlchemical.comsvc/serv01026652,,https://www.chemnet.com/United-StatesSuppliers/26652/Products-Catalog--1.html,"1800 Bering, Suite 930 Houston, TX 77057",Info@diehlchemical.com,713-783-2616,713-783-5331,2026-04-24T17:19:52+00:00
76,26725,MidPoint Chemicals Company,United States,,svc/serv01026725,,https://www.chemnet.com/United-StatesSuppliers/26725/Products-Catalog--1.html,"Entry Drive Bensenville, IL.60106 USA",,630 758 0400,630 758 1773,2026-04-24T17:19:52+00:00
77,27066,Reagents Inc.,United States,,www.reagents.comsvc/serv00927066,,https://www.chemnet.com/United-StatesSuppliers/27066/Products-Catalog--1.html,"4710 Sweden Road P.O. Box 240746 Charlotte, NC 28224-0746 USA",info@reagents.com,(800) 732-8484,(704) 552-7594,2026-04-24T17:19:52+00:00
78,27114,Accron Chemicals,United States,,www.accron-chemical.comsvc27114,,https://www.chemnet.com/United-StatesSuppliers/27114/Products-Catalog--1.html,"506 Honea Egypt Rd Magnolia, Texas 77354",orders@accron-chemical.com,+1-936.483.6101,+1-936.321.9705,2026-04-24T17:19:52+00:00
79,27246,Univar USA Inc.,United States,,www.univarusa.comsvc/serv01027246,,https://www.chemnet.com/United-StatesSuppliers/27246/Products-Catalog--1.html,,gregg.sloate@univarcorp.com,+1 425 638 4911,+1 425 638 4953,2026-04-24T17:19:52+00:00
80,27379,Depotchem,Israel,,svc/serv01027379,,https://www.chemnet.com/IsraelSuppliers/27379/Products-Catalog--1.html,industrial park reem bnei-aish Israel,,972 - 8 - 8519625,972 - 9 - 8519605,2026-04-24T17:19:52+00:00
81,27664,Kemco International Associates Inc.,United States,,www.kemcointernational.comsvc/serv00927664,,https://www.chemnet.com/United-StatesSuppliers/27664/Products-Catalog--1.html,"1110 Pinellas Bayway#105 St. Petersburg , FL 33715 USA",info@kemcointernational.com,+1 727-867-8781,+1 727-867-5783,2026-04-24T17:19:52+00:00
82,27867,ARNSPERGER,Germany,,www.arnsperger.desvc/serv00827867,,https://www.chemnet.com/GermanySuppliers/27867/Products-Catalog--1.html,Toyotaallee 95 D-50858 Koln,,49-0-2234-95544-0,49-0-2234-17611,2026-04-24T17:19:52+00:00
83,27875,BUFA Chemikalien GmbH & Co. KG,Germany,,www.buefa.desvc/serv00827875,,https://www.chemnet.com/GermanySuppliers/27875/Products-Catalog--1.html,An der Autobahn 14 D-27798 Hude,,49-44849456-852,49-44849456-863,2026-04-24T17:19:52+00:00
84,27930,A.S.Moosani & Company,India,,www.moosanigroup.comsvc/serv00827930,,https://www.chemnet.com/IndiaSuppliers/27930/Products-Catalog--1.html,"105 - 106, 21st Century Complex, 105 - 106, 21st Century Complex,Hyderabad - 500 001 (India)","moosani@hd2.dot.net.in ,","91-40-3204246, 3202687, 3202722,",91-40-3201736,2026-04-24T17:19:52+00:00
85,28215,"AMPEX CHEMICALS, S.A. de C.V.",Mexico,,www.analytyka.com.mxsvc/serv00828215,,https://www.chemnet.com/MexicoSuppliers/28215/Products-Catalog--1.html,"Santa Ana # 577 Col. Residencial Nueva California Escobedo, N.L., M閤ico, 66055",buy-sell@analytyka.com.mx,81-83072043,81-83077102,2026-04-24T17:19:52+00:00
86,28414,"Elite International Trading Co.,Ltd.",United States,,svc/serv01128414,,https://www.chemnet.com/United-StatesSuppliers/28414/Products-Catalog--1.html,,,856 489 3036,856 489 3035,2026-04-24T17:19:52+00:00
87,28509,"Puritan Products, Inc.",United States,,www.puritanproducts.comsvc/serv01128509,,https://www.chemnet.com/United-StatesSuppliers/28509/Products-Catalog--1.html,"2290 Avenue A Bethlehem, PA 18017, Bethlehem, Bethlehem",,610-866-4225,610-866-4270,2026-04-24T17:19:52+00:00
88,28587,Nuberg Engineering Private Limited,India,,www.nubergindia.comsvc/serv01128587,,https://www.chemnet.com/IndiaSuppliers/28587/Products-Catalog--1.html,,,91-120-2403101,91-120-2403104,2026-04-24T17:19:52+00:00
89,28687,EASTMAN FINE CHEMICALS,United States,,svc/serv01128687,,https://www.chemnet.com/United-StatesSuppliers/28687/Products-Catalog--1.html,,,1-423-229-6813,1-423-224-0247,2026-04-24T17:19:52+00:00
90,28816,Reliance International,India,,www.reliance-international.comsvc/serv01128816,,https://www.chemnet.com/IndiaSuppliers/28816/Products-Catalog--1.html,,,0091-33-2412-3191,0091-33-2412-7353,2026-04-24T17:19:52+00:00
91,28861,First Intercontinental Corporation,United States,,www.fic-usa.comsvc/serv01128861,,https://www.chemnet.com/United-StatesSuppliers/28861/Products-Catalog--1.html,,,972-721-9964,972-721-9430,2026-04-24T17:19:52+00:00
92,28871,"Alchemy Importers, Inc.",India,,www.alchemyimporters.comsvc/serv00828871,,https://www.chemnet.com/IndiaSuppliers/28871/Products-Catalog--1.html,"127 - B Bridgeton Pike, Suite 357, Mullica Hill, New Jersey 08062, USA",,1-856-308-3828,1-856-262-9626,2026-04-24T17:19:52+00:00
93,28900,CMM SA,France,,www.thomasb2b.com/profile/ENUS/268/291890/143745/cmm-sasvc/serv01128900,,https://www.chemnet.com/FranceSuppliers/28900/Products-Catalog--1.html,,,33144505262,33144505270,2026-04-24T17:19:52+00:00
94,28911,Lonza France SARL,France,,www.thomasb2b.com/profile/ENUS/268/291890/357492/lonza-france-sarlsvc/serv01128911,,https://www.chemnet.com/FranceSuppliers/28911/Products-Catalog--1.html,,,33140899900,33140899901,2026-04-24T17:19:52+00:00
