id,query_chemical,query_cas,product_name,product_cas,supplier_id,supplier_name,supplier_country,purity,grade,min_order,price,product_url,fetched_at
34,Acetic anhydride,108-24-7,Trichloroethylene,,35016,"Quzhou Xiecheng Chemical Co., Ltd.",China,,,,,https://www.chemnet.com/ChinaSuppliers/35016/Trichloroethylene--1824646.html,2026-04-24T17:19:52+00:00
35,Acetic anhydride,108-24-7,Acetic anhydride,108-24-7,3552,CHISSO CORPORATION,Japan,,,,,https://www.chemnet.com/JapanSuppliers/3552/Acetic-anhydride--1265204.html,2026-04-24T17:19:52+00:00
36,Acetic anhydride,108-24-7,Isobutyl acetate,,3552,CHISSO CORPORATION,Japan,,,,,https://www.chemnet.com/JapanSuppliers/3552/Isobutyl-acetate--154865.html,2026-04-24T17:19:52+00:00
37,Acetic anhydride,108-24-7,4-hydroxy-2-butano...,,3552,CHISSO CORPORATION,Japan,,,,,https://www.chemnet.com/JapanSuppliers/3552/4-hydroxy-2-butanone--154885.html,2026-04-24T17:19:52+00:00
38,Acetic anhydride,108-24-7,trans-2-hexenal,,3552,CHISSO CORPORATION,Japan,,,,,https://www.chemnet.com/JapanSuppliers/3552/trans-2-hexenal--154888.html,2026-04-24T17:19:52+00:00
39,Acetic anhydride,108-24-7,trans-2-hexenol,,3552,CHISSO CORPORATION,Japan,,,,,https://www.chemnet.com/JapanSuppliers/3552/trans-2-hexenol--154890.html,2026-04-24T17:19:52+00:00
40,Acetic anhydride,108-24-7,trans-2-hexenyl ac...,,3552,CHISSO CORPORATION,Japan,,,,,https://www.chemnet.com/JapanSuppliers/3552/trans-2-hexenyl-acetate--154892.html,2026-04-24T17:19:52+00:00
41,Acetic anhydride,108-24-7,ACETIC ANHYDRIDE,108-24-7,4250,"Monson Companies, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/4250/ACETIC-ANHYDRIDE--1269667.html,2026-04-24T17:19:52+00:00
42,Acetic anhydride,108-24-7,ACE K ARTIFICIAL S...,,4250,"Monson Companies, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/4250/ACE-K-ARTIFICIAL-SWEETENER--1269659.html,2026-04-24T17:19:52+00:00
43,Acetic anhydride,108-24-7,ACETIC ACID 20% KO...,,4250,"Monson Companies, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/4250/ACETIC-ACID-20-KOSHER-FOOD-GRADE-PASSOVER--1269660.html,2026-04-24T17:19:52+00:00
44,Acetic anhydride,108-24-7,ACETIC ACID 56%,,4250,"Monson Companies, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/4250/ACETIC-ACID-56--1269661.html,2026-04-24T17:19:52+00:00
45,Acetic anhydride,108-24-7,ACETIC ACID 80%,,4250,"Monson Companies, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/4250/ACETIC-ACID-80--1269662.html,2026-04-24T17:19:52+00:00
46,Acetic anhydride,108-24-7,ACETIC ACID 80% KO...,,4250,"Monson Companies, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/4250/ACETIC-ACID-80-KOSHER-FOOD-GRADE-PASSOVER--1269663.html,2026-04-24T17:19:52+00:00
47,Acetic anhydride,108-24-7,Acetic Anhydride,108-24-7,5822,Rowell Chemical,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/5822/Acetic-Anhydride--1276871.html,2026-04-24T17:19:52+00:00
48,Acetic anhydride,108-24-7,Aluminum Sulfate,,5822,Rowell Chemical,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/5822/Aluminum-Sulfate--205917.html,2026-04-24T17:19:52+00:00
49,Acetic anhydride,108-24-7,Ferric Chloride,,5822,Rowell Chemical,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/5822/Ferric-Chloride--205924.html,2026-04-24T17:19:52+00:00
50,Acetic anhydride,108-24-7,Hydrogen Peroxide,,5822,Rowell Chemical,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/5822/Hydrogen-Peroxide--205927.html,2026-04-24T17:19:52+00:00
51,Acetic anhydride,108-24-7,Sodium Nitrite,,5822,Rowell Chemical,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/5822/Sodium-Nitrite--205929.html,2026-04-24T17:19:52+00:00
52,Acetic anhydride,108-24-7,Soda Ash,,5822,Rowell Chemical,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/5822/Soda-Ash--205932.html,2026-04-24T17:19:52+00:00
53,Acetic anhydride,108-24-7,ACETIC ANHYDRIDE,108-24-7,6338,Penta Manufacturing Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6338/ACETIC-ANHYDRIDE--1282566.html,2026-04-24T17:19:52+00:00
54,Acetic anhydride,108-24-7,2-Acetylpyrazine,,6338,Penta Manufacturing Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6338/2-Acetylpyrazine--214987.html,2026-04-24T17:19:52+00:00
55,Acetic anhydride,108-24-7,2-Acetylpyridine,,6338,Penta Manufacturing Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6338/2-Acetylpyridine--214988.html,2026-04-24T17:19:52+00:00
56,Acetic anhydride,108-24-7,2-Acetylpyrrole,,6338,Penta Manufacturing Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6338/2-Acetylpyrrole--214989.html,2026-04-24T17:19:52+00:00
57,Acetic anhydride,108-24-7,2-Acetylthiazole,,6338,Penta Manufacturing Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6338/2-Acetylthiazole--214990.html,2026-04-24T17:19:52+00:00
58,Acetic anhydride,108-24-7,3-Acetylpyridine,,6338,Penta Manufacturing Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6338/3-Acetylpyridine--214993.html,2026-04-24T17:19:52+00:00
59,Acetic anhydride,108-24-7,ACETIC ANHYDRIDE,108-24-7,6449,Cambridge Isotope,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6449/ACETIC-ANHYDRIDE--1286769.html,2026-04-24T17:19:52+00:00
60,Acetic anhydride,108-24-7,AMMONIUM ACETATE,,6449,Cambridge Isotope,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6449/AMMONIUM-ACETATE--216396.html,2026-04-24T17:19:52+00:00
61,Acetic anhydride,108-24-7,AMMONIUM CHLORIDE,,6449,Cambridge Isotope,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6449/AMMONIUM-CHLORIDE--216397.html,2026-04-24T17:19:52+00:00
62,Acetic anhydride,108-24-7,AMMONIUM HYDROXIDE,,6449,Cambridge Isotope,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6449/AMMONIUM-HYDROXIDE--216401.html,2026-04-24T17:19:52+00:00
63,Acetic anhydride,108-24-7,AMMONIUM NITRATE,,6449,Cambridge Isotope,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6449/AMMONIUM-NITRATE--216405.html,2026-04-24T17:19:52+00:00
64,Acetic anhydride,108-24-7,AMMONIUM NITRATE,,6449,Cambridge Isotope,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/6449/AMMONIUM-NITRATE--216417.html,2026-04-24T17:19:52+00:00
65,Acetic anhydride,108-24-7,Acetic Anhydride,108-24-7,7822,"Seidler Chemical Co., Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7822/Acetic-Anhydride--1295182.html,2026-04-24T17:19:52+00:00
66,Acetic anhydride,108-24-7,Calcium Chloride,,7822,"Seidler Chemical Co., Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7822/Calcium-Chloride--246889.html,2026-04-24T17:19:52+00:00
67,Acetic anhydride,108-24-7,Barium Chloride,,7822,"Seidler Chemical Co., Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7822/Barium-Chloride--1152597.html,2026-04-24T17:19:52+00:00
68,Acetic anhydride,108-24-7,Boric Acid,,7822,"Seidler Chemical Co., Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7822/Boric-Acid--1152598.html,2026-04-24T17:19:52+00:00
69,Acetic anhydride,108-24-7,Copper Chloride,,7822,"Seidler Chemical Co., Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7822/Copper-Chloride--1152605.html,2026-04-24T17:19:52+00:00
70,Acetic anhydride,108-24-7,Ascorbic Acid,,7822,"Seidler Chemical Co., Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7822/Ascorbic-Acid--1152621.html,2026-04-24T17:19:52+00:00
71,Acetic anhydride,108-24-7,Acetic Anhydride,108-24-7,7825,"Scandinavian Formulas, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7825/Acetic-Anhydride--1351049.html,2026-04-24T17:19:52+00:00
72,Acetic anhydride,108-24-7,"1,3-PROPANEDIOL",,7825,"Scandinavian Formulas, Inc.",United States,,,,,"https://www.chemnet.com/United-StatesSuppliers/7825/1,3-PROPANEDIOL--247160.html",2026-04-24T17:19:52+00:00
73,Acetic anhydride,108-24-7,BENZALKONIUM CHLOR...,,7825,"Scandinavian Formulas, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7825/BENZALKONIUM-CHLORIDE--247168.html,2026-04-24T17:19:52+00:00
74,Acetic anhydride,108-24-7,n-OCTANE,,7825,"Scandinavian Formulas, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7825/n-OCTANE--247175.html,2026-04-24T17:19:52+00:00
75,Acetic anhydride,108-24-7,p-CHLORO-m-CRESOL,,7825,"Scandinavian Formulas, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7825/p-CHLORO-m-CRESOL--247179.html,2026-04-24T17:19:52+00:00
76,Acetic anhydride,108-24-7,PHENYLACETYL CHLOR...,,7825,"Scandinavian Formulas, Inc.",United States,,,,,https://www.chemnet.com/United-StatesSuppliers/7825/PHENYLACETYL-CHLORIDE--247187.html,2026-04-24T17:19:52+00:00
77,Acetic anhydride,108-24-7,Acetic anhydride,108-24-7,10579,BP Canada Energy Company,Canada,,,,,https://www.chemnet.com/CanadaSuppliers/10579/Acetic-anhydride--301027.html,2026-04-24T17:19:52+00:00
78,Acetic anhydride,108-24-7,Acetic acid,,10579,BP Canada Energy Company,Canada,,,,,https://www.chemnet.com/CanadaSuppliers/10579/Acetic-acid--301024.html,2026-04-24T17:19:52+00:00
79,Acetic anhydride,108-24-7,Acetic anhydride,,10579,BP Canada Energy Company,Canada,,,,,https://www.chemnet.com/CanadaSuppliers/10579/Acetic-anhydride--301027.html,2026-04-24T17:19:52+00:00
80,Acetic anhydride,108-24-7,Paraxylene,,10579,BP Canada Energy Company,Canada,,,,,https://www.chemnet.com/CanadaSuppliers/10579/Paraxylene--301035.html,2026-04-24T17:19:52+00:00
81,Acetic anhydride,108-24-7,Naphthalene dicarb...,,10579,BP Canada Energy Company,Canada,,,,,https://www.chemnet.com/CanadaSuppliers/10579/Naphthalene-dicarboxylate--301196.html,2026-04-24T17:19:52+00:00
82,Acetic anhydride,108-24-7,Metaxylene,,10579,BP Canada Energy Company,Canada,,,,,https://www.chemnet.com/CanadaSuppliers/10579/Metaxylene--1304756.html,2026-04-24T17:19:52+00:00
83,Acetic anhydride,108-24-7,Acetic anhydride,108-24-7,11365,"DC Chemical Co., Ltd.",South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/11365/Acetic-anhydride--1305108.html,2026-04-24T17:19:52+00:00
84,Acetic anhydride,108-24-7,Zirconium silicate,,11365,"DC Chemical Co., Ltd.",South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/11365/Zirconium-silicate--320868.html,2026-04-24T17:19:52+00:00
85,Acetic anhydride,108-24-7,Sodium Carbonate,,11365,"DC Chemical Co., Ltd.",South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/11365/Sodium-Carbonate--1072723.html,2026-04-24T17:19:52+00:00
86,Acetic anhydride,108-24-7,Phthalic Anhydride,,11365,"DC Chemical Co., Ltd.",South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/11365/Phthalic-Anhydride--1072724.html,2026-04-24T17:19:52+00:00
87,Acetic anhydride,108-24-7,Carbon Black,,11365,"DC Chemical Co., Ltd.",South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/11365/Carbon-Black--1072726.html,2026-04-24T17:19:52+00:00
88,Acetic anhydride,108-24-7,Acetic Acid,,11365,"DC Chemical Co., Ltd.",South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/11365/Acetic-Acid--1305107.html,2026-04-24T17:19:52+00:00
89,Acetic anhydride,108-24-7,Acetic Anhydride,108-24-7,12829,Eastman Chemical Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/12829/Acetic-Anhydride--367535.html,2026-04-24T17:19:52+00:00
90,Acetic anhydride,108-24-7,Dilute Acetic Acid,,12829,Eastman Chemical Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/12829/Dilute-Acetic-Acid--367528.html,2026-04-24T17:19:52+00:00
91,Acetic anhydride,108-24-7,Acetaldehyde,,12829,Eastman Chemical Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/12829/Acetaldehyde--367531.html,2026-04-24T17:19:52+00:00
92,Acetic anhydride,108-24-7,Glacial Acetic Aci...,,12829,Eastman Chemical Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/12829/Glacial-Acetic-Acid--367533.html,2026-04-24T17:19:52+00:00
93,Acetic anhydride,108-24-7,Acetic Anhydride,,12829,Eastman Chemical Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/12829/Acetic-Anhydride--367535.html,2026-04-24T17:19:52+00:00
94,Acetic anhydride,108-24-7,p-Benzoquinone,,12829,Eastman Chemical Company,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/12829/p-Benzoquinone--367554.html,2026-04-24T17:19:52+00:00
95,Acetic anhydride,108-24-7,Acetic Anhydride,108-24-7,19451,Webb Chemical Service Corp.,Germany,,,,,https://www.chemnet.com/GermanySuppliers/19451/Acetic-Anhydride--670166.html,2026-04-24T17:19:52+00:00
96,Acetic anhydride,108-24-7,Acetic Acid,,19451,Webb Chemical Service Corp.,Germany,,,,,https://www.chemnet.com/GermanySuppliers/19451/Acetic-Acid--670157.html,2026-04-24T17:19:52+00:00
97,Acetic anhydride,108-24-7,Acetic Anhydride,,19451,Webb Chemical Service Corp.,Germany,,,,,https://www.chemnet.com/GermanySuppliers/19451/Acetic-Anhydride--670166.html,2026-04-24T17:19:52+00:00
98,Acetic anhydride,108-24-7,Acetonitrile,,19451,Webb Chemical Service Corp.,Germany,,,,,https://www.chemnet.com/GermanySuppliers/19451/Acetonitrile--670190.html,2026-04-24T17:19:52+00:00
99,Acetic anhydride,108-24-7,Aluminum Chloride,,19451,Webb Chemical Service Corp.,Germany,,,,,https://www.chemnet.com/GermanySuppliers/19451/Aluminum-Chloride--670226.html,2026-04-24T17:19:52+00:00
100,Acetic anhydride,108-24-7,Aluminum Sulfate,,19451,Webb Chemical Service Corp.,Germany,,,,,https://www.chemnet.com/GermanySuppliers/19451/Aluminum-Sulfate--670237.html,2026-04-24T17:19:52+00:00
101,Acetic anhydride,108-24-7,Acetic anhydride,108-24-7,22985,Fischer Chemic Ltd.,India,,,,,https://www.chemnet.com/IndiaSuppliers/22985/Acetic-anhydride--732894.html,2026-04-24T17:19:52+00:00
102,Acetic anhydride,108-24-7,Acetamide,,22985,Fischer Chemic Ltd.,India,,,,,https://www.chemnet.com/IndiaSuppliers/22985/Acetamide--732891.html,2026-04-24T17:19:52+00:00
103,Acetic anhydride,108-24-7,Acetic acid glacia...,,22985,Fischer Chemic Ltd.,India,,,,,https://www.chemnet.com/IndiaSuppliers/22985/Acetic-acid-glacial--732892.html,2026-04-24T17:19:52+00:00
104,Acetic anhydride,108-24-7,Acetic anhydride,,22985,Fischer Chemic Ltd.,India,,,,,https://www.chemnet.com/IndiaSuppliers/22985/Acetic-anhydride--732894.html,2026-04-24T17:19:52+00:00
105,Acetic anhydride,108-24-7,Acetonitrile,,22985,Fischer Chemic Ltd.,India,,,,,https://www.chemnet.com/IndiaSuppliers/22985/Acetonitrile--732896.html,2026-04-24T17:19:52+00:00
106,Acetic anhydride,108-24-7,Acid mixture,,22985,Fischer Chemic Ltd.,India,,,,,https://www.chemnet.com/IndiaSuppliers/22985/Acid-mixture--732898.html,2026-04-24T17:19:52+00:00
107,Acetic anhydride,108-24-7,Acetic Anhydride,108-24-7,26400,Long-Range Europe Limited,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/26400/Acetic-Anhydride--825713.html,2026-04-24T17:19:52+00:00
108,Acetic anhydride,108-24-7,Acarbose,,26400,Long-Range Europe Limited,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/26400/Acarbose--825702.html,2026-04-24T17:19:52+00:00
109,Acetic anhydride,108-24-7,Acacia,,26400,Long-Range Europe Limited,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/26400/Acacia--825703.html,2026-04-24T17:19:52+00:00
110,Acetic anhydride,108-24-7,Aceclofenac,,26400,Long-Range Europe Limited,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/26400/Aceclofenac--825704.html,2026-04-24T17:19:52+00:00
111,Acetic anhydride,108-24-7,Acetaldehyde,,26400,Long-Range Europe Limited,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/26400/Acetaldehyde--825705.html,2026-04-24T17:19:52+00:00
112,Acetic anhydride,108-24-7,Acetamide,,26400,Long-Range Europe Limited,United Kingdom,,,,,https://www.chemnet.com/United-KingdomSuppliers/26400/Acetamide--825706.html,2026-04-24T17:19:52+00:00
113,Acetic anhydride,108-24-7,ACETIC ANHYDRIDE,108-24-7,26905,Pride Solvents & Chemical Co.,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/26905/ACETIC-ANHYDRIDE--835981.html,2026-04-24T17:19:52+00:00
114,Acetic anhydride,108-24-7,CYCLOHEXANE,,26905,Pride Solvents & Chemical Co.,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/26905/CYCLOHEXANE--835899.html,2026-04-24T17:19:52+00:00
115,Acetic anhydride,108-24-7,HEPTANE,,26905,Pride Solvents & Chemical Co.,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/26905/HEPTANE--835900.html,2026-04-24T17:19:52+00:00
116,Acetic anhydride,108-24-7,HEXANE,,26905,Pride Solvents & Chemical Co.,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/26905/HEXANE--835901.html,2026-04-24T17:19:52+00:00
117,Acetic anhydride,108-24-7,MINERAL SEAL OIL,,26905,Pride Solvents & Chemical Co.,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/26905/MINERAL-SEAL-OIL--835902.html,2026-04-24T17:19:52+00:00
118,Acetic anhydride,108-24-7,N-HEPTANE,,26905,Pride Solvents & Chemical Co.,United States,,,,,https://www.chemnet.com/United-StatesSuppliers/26905/N-HEPTANE--835903.html,2026-04-24T17:19:52+00:00
119,Acetic anhydride,108-24-7,Acetic Anhydride,108-24-7,27059,Shinwon Chemical & Trading Corp.,South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/27059/Acetic-Anhydride--838715.html,2026-04-24T17:19:52+00:00
120,Acetic anhydride,108-24-7,Acetic Acid,,27059,Shinwon Chemical & Trading Corp.,South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/27059/Acetic-Acid--838714.html,2026-04-24T17:19:52+00:00
121,Acetic anhydride,108-24-7,Acetic Anhydride,,27059,Shinwon Chemical & Trading Corp.,South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/27059/Acetic-Anhydride--838715.html,2026-04-24T17:19:52+00:00
122,Acetic anhydride,108-24-7,Acetonitrile,,27059,Shinwon Chemical & Trading Corp.,South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/27059/Acetonitrile--838717.html,2026-04-24T17:19:52+00:00
123,Acetic anhydride,108-24-7,Acetyl Acetone,,27059,Shinwon Chemical & Trading Corp.,South Korea,,,,,https://www.chemnet.com/South-KoreaSuppliers/27059/Acetyl-Acetone--838718.html,2026-04-24T17:19:52+00:00
